periodo,id_categoria,categoria,variacao_mensal_pct,numero_indice,ano,mes
201905,cereais,"IPCA - Cereais, leguminosas e oleag",-2.2797,,2019,5
201906,cereais,"IPCA - Cereais, leguminosas e oleag",-1.0723,,2019,6
201907,cereais,"IPCA - Cereais, leguminosas e oleag",-0.6405,,2019,7
201908,cereais,"IPCA - Cereais, leguminosas e oleag",-0.5409,,2019,8
201909,cereais,"IPCA - Cereais, leguminosas e oleag",-3.7323,,2019,9
201910,cereais,"IPCA - Cereais, leguminosas e oleag",-0.6944,,2019,10
201911,cereais,"IPCA - Cereais, leguminosas e oleag",-1.9509,,2019,11
201912,cereais,"IPCA - Cereais, leguminosas e oleag",10.9397,,2019,12
202001,cereais,"IPCA - Cereais, leguminosas e oleag",-1.4296,,2020,1
202002,cereais,"IPCA - Cereais, leguminosas e oleag",-0.975,,2020,2
202003,cereais,"IPCA - Cereais, leguminosas e oleag",3.9204,,2020,3
202004,cereais,"IPCA - Cereais, leguminosas e oleag",9.8309,,2020,4
202005,cereais,"IPCA - Cereais, leguminosas e oleag",3.92,,2020,5
202006,cereais,"IPCA - Cereais, leguminosas e oleag",-4.749,,2020,6
202007,cereais,"IPCA - Cereais, leguminosas e oleag",3.972,,2020,7
202008,cereais,"IPCA - Cereais, leguminosas e oleag",-3.9153,,2020,8
202009,cereais,"IPCA - Cereais, leguminosas e oleag",3.701,,2020,9
202010,cereais,"IPCA - Cereais, leguminosas e oleag",-0.597,,2020,10
202011,cereais,"IPCA - Cereais, leguminosas e oleag",5.0219,,2020,11
202012,cereais,"IPCA - Cereais, leguminosas e oleag",-1.2662,,2020,12
202101,cereais,"IPCA - Cereais, leguminosas e oleag",3.5846,,2021,1
202102,cereais,"IPCA - Cereais, leguminosas e oleag",2.3297,,2021,2
202103,cereais,"IPCA - Cereais, leguminosas e oleag",0.7682,,2021,3
202104,cereais,"IPCA - Cereais, leguminosas e oleag",1.1158,,2021,4
202105,cereais,"IPCA - Cereais, leguminosas e oleag",4.3317,,2021,5
202106,cereais,"IPCA - Cereais, leguminosas e oleag",1.5898,,2021,6
202107,cereais,"IPCA - Cereais, leguminosas e oleag",0.2037,,2021,7
202108,cereais,"IPCA - Cereais, leguminosas e oleag",-3.1234,,2021,8
202109,cereais,"IPCA - Cereais, leguminosas e oleag",1.7286,,2021,9
202110,cereais,"IPCA - Cereais, leguminosas e oleag",4.754,,2021,10
202111,cereais,"IPCA - Cereais, leguminosas e oleag",-0.1453,,2021,11
202112,cereais,"IPCA - Cereais, leguminosas e oleag",-1.6433,,2021,12
202201,cereais,"IPCA - Cereais, leguminosas e oleag",1.2905,,2022,1
202202,cereais,"IPCA - Cereais, leguminosas e oleag",2.5653,,2022,2
202203,cereais,"IPCA - Cereais, leguminosas e oleag",7.4575,,2022,3
202204,cereais,"IPCA - Cereais, leguminosas e oleag",5.3721,,2022,4
202205,cereais,"IPCA - Cereais, leguminosas e oleag",-3.4628,,2022,5
202206,cereais,"IPCA - Cereais, leguminosas e oleag",-1.7403,,2022,6
202207,cereais,"IPCA - Cereais, leguminosas e oleag",-1.7797,,2022,7
202208,cereais,"IPCA - Cereais, leguminosas e oleag",-0.4486,,2022,8
202209,cereais,"IPCA - Cereais, leguminosas e oleag",-1.015,,2022,9
202210,cereais,"IPCA - Cereais, leguminosas e oleag",2.5901,,2022,10
202211,cereais,"IPCA - Cereais, leguminosas e oleag",1.9431,,2022,11
202212,cereais,"IPCA - Cereais, leguminosas e oleag",-1.575,,2022,12
202301,cereais,"IPCA - Cereais, leguminosas e oleag",-0.4981,,2023,1
202302,cereais,"IPCA - Cereais, leguminosas e oleag",-2.3418,,2023,2
202303,cereais,"IPCA - Cereais, leguminosas e oleag",0.1267,,2023,3
202304,cereais,"IPCA - Cereais, leguminosas e oleag",2.1022,,2023,4
202305,cereais,"IPCA - Cereais, leguminosas e oleag",1.4091,,2023,5
202306,cereais,"IPCA - Cereais, leguminosas e oleag",-0.3708,,2023,6
202307,cereais,"IPCA - Cereais, leguminosas e oleag",-1.5559,,2023,7
202308,cereais,"IPCA - Cereais, leguminosas e oleag",-0.7504,,2023,8
202309,cereais,"IPCA - Cereais, leguminosas e oleag",-0.5692,,2023,9
202310,cereais,"IPCA - Cereais, leguminosas e oleag",-0.9131,,2023,10
202311,cereais,"IPCA - Cereais, leguminosas e oleag",1.2489,,2023,11
202312,cereais,"IPCA - Cereais, leguminosas e oleag",2.0163,,2023,12
202401,cereais,"IPCA - Cereais, leguminosas e oleag",4.1608,,2024,1
202402,cereais,"IPCA - Cereais, leguminosas e oleag",0.7257,,2024,2
202403,cereais,"IPCA - Cereais, leguminosas e oleag",-0.4703,,2024,3
202404,cereais,"IPCA - Cereais, leguminosas e oleag",-0.195,,2024,4
202405,cereais,"IPCA - Cereais, leguminosas e oleag",2.0395,,2024,5
202406,cereais,"IPCA - Cereais, leguminosas e oleag",1.814,,2024,6
202407,cereais,"IPCA - Cereais, leguminosas e oleag",-4.8469,,2024,7
202408,cereais,"IPCA - Cereais, leguminosas e oleag",-2.9569,,2024,8
202409,cereais,"IPCA - Cereais, leguminosas e oleag",0.1951,,2024,9
202410,cereais,"IPCA - Cereais, leguminosas e oleag",4.0347,,2024,10
202411,cereais,"IPCA - Cereais, leguminosas e oleag",1.7588,,2024,11
202412,cereais,"IPCA - Cereais, leguminosas e oleag",0.3381,,2024,12
201501,frutas,IPCA - Frutas,7.4765,,2015,1
201502,frutas,IPCA - Frutas,0.59,,2015,2
201503,frutas,IPCA - Frutas,-0.6633,,2015,3
201504,frutas,IPCA - Frutas,1.3015,,2015,4
201505,frutas,IPCA - Frutas,5.9019,,2015,5
201506,frutas,IPCA - Frutas,-5.0082,,2015,6
201507,frutas,IPCA - Frutas,-0.6613,,2015,7
201508,frutas,IPCA - Frutas,-2.0704,,2015,8
201509,frutas,IPCA - Frutas,-2.9592,,2015,9
201510,frutas,IPCA - Frutas,-0.151,,2015,10
201511,frutas,IPCA - Frutas,3.5787,,2015,11
201512,frutas,IPCA - Frutas,4.3561,,2015,12
201601,frutas,IPCA - Frutas,15.6549,,2016,1
201602,frutas,IPCA - Frutas,-4.2863,,2016,2
201603,frutas,IPCA - Frutas,1.7886,,2016,3
201604,frutas,IPCA - Frutas,0.9803,,2016,4
201605,frutas,IPCA - Frutas,0.8059,,2016,5
201606,frutas,IPCA - Frutas,9.4019,,2016,6
201607,frutas,IPCA - Frutas,0.7142,,2016,7
201608,frutas,IPCA - Frutas,-3.1451,,2016,8
201609,frutas,IPCA - Frutas,-4.3126,,2016,9
201610,frutas,IPCA - Frutas,-1.0041,,2016,10
201611,frutas,IPCA - Frutas,-0.4827,,2016,11
201612,frutas,IPCA - Frutas,-0.1858,,2016,12
201701,frutas,IPCA - Frutas,-0.2585,,2017,1
201702,frutas,IPCA - Frutas,-1.4669,,2017,2
201703,frutas,IPCA - Frutas,2.1385,,2017,3
201704,frutas,IPCA - Frutas,0.1339,,2017,4
201705,frutas,IPCA - Frutas,1.0004,,2017,5
201706,frutas,IPCA - Frutas,-0.6671,,2017,6
201707,frutas,IPCA - Frutas,-0.8793,,2017,7
201708,frutas,IPCA - Frutas,0.0362,,2017,8
201709,frutas,IPCA - Frutas,-3.5728,,2017,9
201710,frutas,IPCA - Frutas,-2.791,,2017,10
201711,frutas,IPCA - Frutas,-0.171,,2017,11
201712,frutas,IPCA - Frutas,-0.3481,,2017,12
201801,frutas,IPCA - Frutas,0.4242,,2018,1
201802,frutas,IPCA - Frutas,0.4914,,2018,2
201803,frutas,IPCA - Frutas,-0.9835,,2018,3
201804,frutas,IPCA - Frutas,1.4927,,2018,4
201805,frutas,IPCA - Frutas,0.2296,,2018,5
201806,frutas,IPCA - Frutas,-0.2291,,2018,6
201807,frutas,IPCA - Frutas,0.1558,,2018,7
201808,frutas,IPCA - Frutas,-1.0672,,2018,8
201809,frutas,IPCA - Frutas,-2.3064,,2018,9
201810,frutas,IPCA - Frutas,1.0195,,2018,10
201811,frutas,IPCA - Frutas,2.8905,,2018,11
201812,frutas,IPCA - Frutas,5.6513,,2018,12
201901,frutas,IPCA - Frutas,2.4096,,2019,1
201902,frutas,IPCA - Frutas,4.5627,,2019,2
201903,frutas,IPCA - Frutas,4.0898,,2019,3
201904,frutas,IPCA - Frutas,2.734,,2019,4
201905,frutas,IPCA - Frutas,-4.4758,,2019,5
201906,frutas,IPCA - Frutas,-0.8699,,2019,6
201907,frutas,IPCA - Frutas,-0.2609,,2019,7
201908,frutas,IPCA - Frutas,-5.0291,,2019,8
201909,frutas,IPCA - Frutas,-2.0255,,2019,9
201910,frutas,IPCA - Frutas,1.1219,,2019,10
201911,frutas,IPCA - Frutas,1.1271,,2019,11
201912,frutas,IPCA - Frutas,13.642,,2019,12
202001,frutas,IPCA - Frutas,0.0726,,2020,1
202002,frutas,IPCA - Frutas,-1.4195,,2020,2
202003,frutas,IPCA - Frutas,1.6852,,2020,3
202004,frutas,IPCA - Frutas,8.1174,,2020,4
202005,frutas,IPCA - Frutas,2.5912,,2020,5
202006,frutas,IPCA - Frutas,-4.9823,,2020,6
202007,frutas,IPCA - Frutas,-1.6473,,2020,7
202008,frutas,IPCA - Frutas,2.1761,,2020,8
202009,frutas,IPCA - Frutas,5.6649,,2020,9
202010,frutas,IPCA - Frutas,5.3064,,2020,10
202011,frutas,IPCA - Frutas,3.6923,,2020,11
202012,frutas,IPCA - Frutas,1.1373,,2020,12
202101,frutas,IPCA - Frutas,1.944,,2021,1
202102,frutas,IPCA - Frutas,-2.4515,,2021,2
202103,frutas,IPCA - Frutas,-1.5374,,2021,3
202104,frutas,IPCA - Frutas,0.7644,,2021,4
202105,frutas,IPCA - Frutas,1.3968,,2021,5
202106,frutas,IPCA - Frutas,-2.225,,2021,6
202107,frutas,IPCA - Frutas,1.9293,,2021,7
202108,frutas,IPCA - Frutas,0.5817,,2021,8
202109,frutas,IPCA - Frutas,1.5352,,2021,9
202110,frutas,IPCA - Frutas,3.0832,,2021,10
202111,frutas,IPCA - Frutas,1.3282,,2021,11
202112,frutas,IPCA - Frutas,-0.4002,,2021,12
202201,frutas,IPCA - Frutas,4.633,,2022,1
202202,frutas,IPCA - Frutas,2.5892,,2022,2
202203,frutas,IPCA - Frutas,3.4925,,2022,3
202204,frutas,IPCA - Frutas,2.9225,,2022,4
202205,frutas,IPCA - Frutas,-1.2067,,2022,5
202206,frutas,IPCA - Frutas,-0.0815,,2022,6
202207,frutas,IPCA - Frutas,-0.1736,,2022,7
202208,frutas,IPCA - Frutas,-1.7952,,2022,8
202209,frutas,IPCA - Frutas,-0.3223,,2022,9
202210,frutas,IPCA - Frutas,2.5945,,2022,10
202211,frutas,IPCA - Frutas,2.0273,,2022,11
202212,frutas,IPCA - Frutas,2.1958,,2022,12
202301,frutas,IPCA - Frutas,0.8501,,2023,1
202302,frutas,IPCA - Frutas,-2.1728,,2023,2
202303,frutas,IPCA - Frutas,-2.0513,,2023,3
202304,frutas,IPCA - Frutas,3.5276,,2023,4
202305,frutas,IPCA - Frutas,-0.0071,,2023,5
202306,frutas,IPCA - Frutas,-5.0362,,2023,6
202307,frutas,IPCA - Frutas,-1.7449,,2023,7
202308,frutas,IPCA - Frutas,-2.4601,,2023,8
202309,frutas,IPCA - Frutas,-1.6492,,2023,9
202310,frutas,IPCA - Frutas,0.8115,,2023,10
202311,frutas,IPCA - Frutas,1.9683,,2023,11
202312,frutas,IPCA - Frutas,3.2023,,2023,12
202401,frutas,IPCA - Frutas,6.176,,2024,1
202402,frutas,IPCA - Frutas,-0.4066,,2024,2
202403,frutas,IPCA - Frutas,-0.599,,2024,3
202404,frutas,IPCA - Frutas,-0.3639,,2024,4
202405,frutas,IPCA - Frutas,0.4993,,2024,5
202406,frutas,IPCA - Frutas,0.9822,,2024,6
202407,frutas,IPCA - Frutas,-2.1717,,2024,7
202408,frutas,IPCA - Frutas,-4.0389,,2024,8
202409,frutas,IPCA - Frutas,0.7576,,2024,9
202410,frutas,IPCA - Frutas,3.3347,,2024,10
202411,frutas,IPCA - Frutas,4.6421,,2024,11
202412,frutas,IPCA - Frutas,0.6665,,2024,12
201501,horticultura,IPCA - Horticultura,3.0672,,2015,1
201502,horticultura,IPCA - Horticultura,1.1211,,2015,2
201503,horticultura,IPCA - Horticultura,4.2295,,2015,3
201504,horticultura,IPCA - Horticultura,3.8117,,2015,4
201505,horticultura,IPCA - Horticultura,8.8868,,2015,5
201506,horticultura,IPCA - Horticultura,-5.4894,,2015,6
201507,horticultura,IPCA - Horticultura,2.2803,,2015,7
201508,horticultura,IPCA - Horticultura,-4.5971,,2015,8
201509,horticultura,IPCA - Horticultura,-3.8801,,2015,9
201510,horticultura,IPCA - Horticultura,0.3375,,2015,10
201511,horticultura,IPCA - Horticultura,3.7978,,2015,11
201512,horticultura,IPCA - Horticultura,5.5779,,2015,12
201601,horticultura,IPCA - Horticultura,9.8483,,2016,1
201602,horticultura,IPCA - Horticultura,5.1514,,2016,2
201603,horticultura,IPCA - Horticultura,-0.3431,,2016,3
201604,horticultura,IPCA - Horticultura,-0.3003,,2016,4
201605,horticultura,IPCA - Horticultura,-2.5991,,2016,5
201606,horticultura,IPCA - Horticultura,3.1056,,2016,6
201607,horticultura,IPCA - Horticultura,4.2918,,2016,7
201608,horticultura,IPCA - Horticultura,1.6684,,2016,8
201609,horticultura,IPCA - Horticultura,1.4216,,2016,9
201610,horticultura,IPCA - Horticultura,-0.1274,,2016,10
201611,horticultura,IPCA - Horticultura,-2.1401,,2016,11
201612,horticultura,IPCA - Horticultura,-3.0331,,2016,12
201701,horticultura,IPCA - Horticultura,4.6399,,2017,1
201702,horticultura,IPCA - Horticultura,-2.5625,,2017,2
201703,horticultura,IPCA - Horticultura,1.7218,,2017,3
201704,horticultura,IPCA - Horticultura,3.4856,,2017,4
201705,horticultura,IPCA - Horticultura,-4.3916,,2017,5
201706,horticultura,IPCA - Horticultura,0.9864,,2017,6
201707,horticultura,IPCA - Horticultura,-1.9144,,2017,7
201708,horticultura,IPCA - Horticultura,-2.8253,,2017,8
201709,horticultura,IPCA - Horticultura,-4.8517,,2017,9
201710,horticultura,IPCA - Horticultura,-0.7693,,2017,10
201711,horticultura,IPCA - Horticultura,-1.0038,,2017,11
201712,horticultura,IPCA - Horticultura,0.97,,2017,12
201801,horticultura,IPCA - Horticultura,5.4865,,2018,1
201802,horticultura,IPCA - Horticultura,2.0278,,2018,2
201803,horticultura,IPCA - Horticultura,-1.636,,2018,3
201804,horticultura,IPCA - Horticultura,-2.5758,,2018,4
201805,horticultura,IPCA - Horticultura,3.1163,,2018,5
201806,horticultura,IPCA - Horticultura,0.3992,,2018,6
201807,horticultura,IPCA - Horticultura,-3.3363,,2018,7
201808,horticultura,IPCA - Horticultura,-1.6796,,2018,8
201809,horticultura,IPCA - Horticultura,-1.542,,2018,9
201810,horticultura,IPCA - Horticultura,7.1526,,2018,10
201811,horticultura,IPCA - Horticultura,4.6416,,2018,11
201812,horticultura,IPCA - Horticultura,-3.4786,,2018,12
201901,horticultura,IPCA - Horticultura,1.6736,,2019,1
201902,horticultura,IPCA - Horticultura,3.1857,,2019,2
201903,horticultura,IPCA - Horticultura,6.7793,,2019,3
201904,horticultura,IPCA - Horticultura,3.1632,,2019,4
201905,horticultura,IPCA - Horticultura,-3.2143,,2019,5
201906,horticultura,IPCA - Horticultura,0.9653,,2019,6
201907,horticultura,IPCA - Horticultura,-3.5144,,2019,7
201908,horticultura,IPCA - Horticultura,-6.9568,,2019,8
201909,horticultura,IPCA - Horticultura,-4.6346,,2019,9
201910,horticultura,IPCA - Horticultura,0.7835,,2019,10
201911,horticultura,IPCA - Horticultura,2.2315,,2019,11
201912,horticultura,IPCA - Horticultura,9.5548,,2019,12
202001,horticultura,IPCA - Horticultura,-0.0577,,2020,1
202002,horticultura,IPCA - Horticultura,6.8299,,2020,2
202003,horticultura,IPCA - Horticultura,2.6178,,2020,3
202004,horticultura,IPCA - Horticultura,1.547,,2020,4
202005,horticultura,IPCA - Horticultura,-5.6544,,2020,5
202006,horticultura,IPCA - Horticultura,2.0058,,2020,6
202007,horticultura,IPCA - Horticultura,-2.0611,,2020,7
202008,horticultura,IPCA - Horticultura,1.6251,,2020,8
202009,horticultura,IPCA - Horticultura,5.1111,,2020,9
202010,horticultura,IPCA - Horticultura,5.1034,,2020,10
202011,horticultura,IPCA - Horticultura,5.6391,,2020,11
202012,horticultura,IPCA - Horticultura,-0.8103,,2020,12
202101,horticultura,IPCA - Horticultura,-0.372,,2021,1
202102,horticultura,IPCA - Horticultura,-1.7843,,2021,2
202103,horticultura,IPCA - Horticultura,-1.2245,,2021,3
202104,horticultura,IPCA - Horticultura,1.5879,,2021,4
202105,horticultura,IPCA - Horticultura,1.3232,,2021,5
202106,horticultura,IPCA - Horticultura,1.7662,,2021,6
202107,horticultura,IPCA - Horticultura,3.9161,,2021,7
202108,horticultura,IPCA - Horticultura,-1.8798,,2021,8
202109,horticultura,IPCA - Horticultura,-0.0272,,2021,9
202110,horticultura,IPCA - Horticultura,2.15,,2021,10
202111,horticultura,IPCA - Horticultura,2.908,,2021,11
202112,horticultura,IPCA - Horticultura,-0.224,,2021,12
202201,horticultura,IPCA - Horticultura,4.8855,,2022,1
202202,horticultura,IPCA - Horticultura,0.3705,,2022,2
202203,horticultura,IPCA - Horticultura,4.1699,,2022,3
202204,horticultura,IPCA - Horticultura,1.9858,,2022,4
202205,horticultura,IPCA - Horticultura,-2.96,,2022,5
202206,horticultura,IPCA - Horticultura,4.5413,,2022,6
202207,horticultura,IPCA - Horticultura,-2.3653,,2022,7
202208,horticultura,IPCA - Horticultura,-2.2574,,2022,8
202209,horticultura,IPCA - Horticultura,-0.9745,,2022,9
202210,horticultura,IPCA - Horticultura,0.2738,,2022,10
202211,horticultura,IPCA - Horticultura,1.3011,,2022,11
202212,horticultura,IPCA - Horticultura,3.6977,,2022,12
202301,horticultura,IPCA - Horticultura,3.9481,,2023,1
202302,horticultura,IPCA - Horticultura,-1.2489,,2023,2
202303,horticultura,IPCA - Horticultura,-3.4857,,2023,3
202304,horticultura,IPCA - Horticultura,3.3754,,2023,4
202305,horticultura,IPCA - Horticultura,0.4285,,2023,5
202306,horticultura,IPCA - Horticultura,-1.7096,,2023,6
202307,horticultura,IPCA - Horticultura,0.0514,,2023,7
202308,horticultura,IPCA - Horticultura,-2.845,,2023,8
202309,horticultura,IPCA - Horticultura,-0.3423,,2023,9
202310,horticultura,IPCA - Horticultura,1.3193,,2023,10
202311,horticultura,IPCA - Horticultura,-1.39,,2023,11
202312,horticultura,IPCA - Horticultura,-1.4893,,2023,12
202401,horticultura,IPCA - Horticultura,-1.9131,,2024,1
202402,horticultura,IPCA - Horticultura,1.5122,,2024,2
202403,horticultura,IPCA - Horticultura,5.6638,,2024,3
202404,horticultura,IPCA - Horticultura,7.7591,,2024,4
202405,horticultura,IPCA - Horticultura,-0.6688,,2024,5
202406,horticultura,IPCA - Horticultura,-1.7707,,2024,6
202407,horticultura,IPCA - Horticultura,-2.8394,,2024,7
202408,horticultura,IPCA - Horticultura,-6.9443,,2024,8
202409,horticultura,IPCA - Horticultura,-2.3094,,2024,9
202410,horticultura,IPCA - Horticultura,4.1272,,2024,10
202411,horticultura,IPCA - Horticultura,3.5254,,2024,11
202412,horticultura,IPCA - Horticultura,1.479,,2024,12
201501,ipca_geral,IPCA - Geral,1.24,,2015,1
201502,ipca_geral,IPCA - Geral,1.22,,2015,2
201503,ipca_geral,IPCA - Geral,1.32,,2015,3
201504,ipca_geral,IPCA - Geral,0.71,,2015,4
201505,ipca_geral,IPCA - Geral,0.74,,2015,5
201506,ipca_geral,IPCA - Geral,0.79,,2015,6
201507,ipca_geral,IPCA - Geral,0.62,,2015,7
201508,ipca_geral,IPCA - Geral,0.22,,2015,8
201509,ipca_geral,IPCA - Geral,0.54,,2015,9
201510,ipca_geral,IPCA - Geral,0.82,,2015,10
201511,ipca_geral,IPCA - Geral,1.01,,2015,11
201512,ipca_geral,IPCA - Geral,0.96,,2015,12
201601,ipca_geral,IPCA - Geral,1.27,,2016,1
201602,ipca_geral,IPCA - Geral,0.9,,2016,2
201603,ipca_geral,IPCA - Geral,0.43,,2016,3
201604,ipca_geral,IPCA - Geral,0.61,,2016,4
201605,ipca_geral,IPCA - Geral,0.78,,2016,5
201606,ipca_geral,IPCA - Geral,0.35,,2016,6
201607,ipca_geral,IPCA - Geral,0.52,,2016,7
201608,ipca_geral,IPCA - Geral,0.44,,2016,8
201609,ipca_geral,IPCA - Geral,0.08,,2016,9
201610,ipca_geral,IPCA - Geral,0.26,,2016,10
201611,ipca_geral,IPCA - Geral,0.18,,2016,11
201612,ipca_geral,IPCA - Geral,0.3,,2016,12
201701,ipca_geral,IPCA - Geral,0.38,,2017,1
201702,ipca_geral,IPCA - Geral,0.33,,2017,2
201703,ipca_geral,IPCA - Geral,0.25,,2017,3
201704,ipca_geral,IPCA - Geral,0.14,,2017,4
201705,ipca_geral,IPCA - Geral,0.31,,2017,5
201706,ipca_geral,IPCA - Geral,-0.23,,2017,6
201707,ipca_geral,IPCA - Geral,0.24,,2017,7
201708,ipca_geral,IPCA - Geral,0.19,,2017,8
201709,ipca_geral,IPCA - Geral,0.16,,2017,9
201710,ipca_geral,IPCA - Geral,0.42,,2017,10
201711,ipca_geral,IPCA - Geral,0.28,,2017,11
201712,ipca_geral,IPCA - Geral,0.44,,2017,12
201801,ipca_geral,IPCA - Geral,0.29,,2018,1
201802,ipca_geral,IPCA - Geral,0.32,,2018,2
201803,ipca_geral,IPCA - Geral,0.09,,2018,3
201804,ipca_geral,IPCA - Geral,0.22,,2018,4
201805,ipca_geral,IPCA - Geral,0.4,,2018,5
201806,ipca_geral,IPCA - Geral,1.26,,2018,6
201807,ipca_geral,IPCA - Geral,0.33,,2018,7
201808,ipca_geral,IPCA - Geral,-0.09,,2018,8
201809,ipca_geral,IPCA - Geral,0.48,,2018,9
201810,ipca_geral,IPCA - Geral,0.45,,2018,10
201811,ipca_geral,IPCA - Geral,-0.21,,2018,11
201812,ipca_geral,IPCA - Geral,0.15,,2018,12
201901,ipca_geral,IPCA - Geral,0.32,,2019,1
201902,ipca_geral,IPCA - Geral,0.43,,2019,2
201903,ipca_geral,IPCA - Geral,0.75,,2019,3
201904,ipca_geral,IPCA - Geral,0.57,,2019,4
201905,ipca_geral,IPCA - Geral,0.13,,2019,5
201906,ipca_geral,IPCA - Geral,0.01,,2019,6
201907,ipca_geral,IPCA - Geral,0.19,,2019,7
201908,ipca_geral,IPCA - Geral,0.11,,2019,8
201909,ipca_geral,IPCA - Geral,-0.04,,2019,9
201910,ipca_geral,IPCA - Geral,0.1,,2019,10
201911,ipca_geral,IPCA - Geral,0.51,,2019,11
201912,ipca_geral,IPCA - Geral,1.15,,2019,12
202001,ipca_geral,IPCA - Geral,0.21,,2020,1
202002,ipca_geral,IPCA - Geral,0.25,,2020,2
202003,ipca_geral,IPCA - Geral,0.07,,2020,3
202004,ipca_geral,IPCA - Geral,-0.31,,2020,4
202005,ipca_geral,IPCA - Geral,-0.38,,2020,5
202006,ipca_geral,IPCA - Geral,0.26,,2020,6
202007,ipca_geral,IPCA - Geral,0.36,,2020,7
202008,ipca_geral,IPCA - Geral,0.24,,2020,8
202009,ipca_geral,IPCA - Geral,0.64,,2020,9
202010,ipca_geral,IPCA - Geral,0.86,,2020,10
202011,ipca_geral,IPCA - Geral,0.89,,2020,11
202012,ipca_geral,IPCA - Geral,1.35,,2020,12
202101,ipca_geral,IPCA - Geral,0.25,,2021,1
202102,ipca_geral,IPCA - Geral,0.86,,2021,2
202103,ipca_geral,IPCA - Geral,0.93,,2021,3
202104,ipca_geral,IPCA - Geral,0.31,,2021,4
202105,ipca_geral,IPCA - Geral,0.83,,2021,5
202106,ipca_geral,IPCA - Geral,0.53,,2021,6
202107,ipca_geral,IPCA - Geral,0.96,,2021,7
202108,ipca_geral,IPCA - Geral,0.87,,2021,8
202109,ipca_geral,IPCA - Geral,1.16,,2021,9
202110,ipca_geral,IPCA - Geral,1.25,,2021,10
202111,ipca_geral,IPCA - Geral,0.95,,2021,11
202112,ipca_geral,IPCA - Geral,0.73,,2021,12
202201,ipca_geral,IPCA - Geral,0.54,,2022,1
202202,ipca_geral,IPCA - Geral,1.01,,2022,2
202203,ipca_geral,IPCA - Geral,1.62,,2022,3
202204,ipca_geral,IPCA - Geral,1.06,,2022,4
202205,ipca_geral,IPCA - Geral,0.47,,2022,5
202206,ipca_geral,IPCA - Geral,0.67,,2022,6
202207,ipca_geral,IPCA - Geral,-0.68,,2022,7
202208,ipca_geral,IPCA - Geral,-0.36,,2022,8
202209,ipca_geral,IPCA - Geral,-0.29,,2022,9
202210,ipca_geral,IPCA - Geral,0.59,,2022,10
202211,ipca_geral,IPCA - Geral,0.41,,2022,11
202212,ipca_geral,IPCA - Geral,0.62,,2022,12
202301,ipca_geral,IPCA - Geral,0.53,,2023,1
202302,ipca_geral,IPCA - Geral,0.84,,2023,2
202303,ipca_geral,IPCA - Geral,0.71,,2023,3
202304,ipca_geral,IPCA - Geral,0.61,,2023,4
202305,ipca_geral,IPCA - Geral,0.23,,2023,5
202306,ipca_geral,IPCA - Geral,-0.08,,2023,6
202307,ipca_geral,IPCA - Geral,0.12,,2023,7
202308,ipca_geral,IPCA - Geral,0.23,,2023,8
202309,ipca_geral,IPCA - Geral,0.26,,2023,9
202310,ipca_geral,IPCA - Geral,0.24,,2023,10
202311,ipca_geral,IPCA - Geral,0.28,,2023,11
202312,ipca_geral,IPCA - Geral,0.56,,2023,12
202401,ipca_geral,IPCA - Geral,0.42,,2024,1
202402,ipca_geral,IPCA - Geral,0.83,,2024,2
202403,ipca_geral,IPCA - Geral,0.16,,2024,3
202404,ipca_geral,IPCA - Geral,0.38,,2024,4
202405,ipca_geral,IPCA - Geral,0.46,,2024,5
202406,ipca_geral,IPCA - Geral,0.21,,2024,6
202407,ipca_geral,IPCA - Geral,0.38,,2024,7
202408,ipca_geral,IPCA - Geral,-0.02,,2024,8
202409,ipca_geral,IPCA - Geral,0.44,,2024,9
202410,ipca_geral,IPCA - Geral,0.56,,2024,10
202411,ipca_geral,IPCA - Geral,0.39,,2024,11
202412,ipca_geral,IPCA - Geral,0.52,,2024,12
201501,leite,IPCA - Leite e derivados,6.8057,,2015,1
201502,leite,IPCA - Leite e derivados,1.2294,,2015,2
201503,leite,IPCA - Leite e derivados,0.439,,2015,3
201504,leite,IPCA - Leite e derivados,1.4976,,2015,4
201505,leite,IPCA - Leite e derivados,2.1702,,2015,5
201506,leite,IPCA - Leite e derivados,-4.8213,,2015,6
201507,leite,IPCA - Leite e derivados,1.8479,,2015,7
201508,leite,IPCA - Leite e derivados,-2.2028,,2015,8
201509,leite,IPCA - Leite e derivados,0.2282,,2015,9
201510,leite,IPCA - Leite e derivados,0.1242,,2015,10
201511,leite,IPCA - Leite e derivados,6.9638,,2015,11
201512,leite,IPCA - Leite e derivados,4.0642,,2015,12
201601,leite,IPCA - Leite e derivados,10.8275,,2016,1
201602,leite,IPCA - Leite e derivados,-4.1727,,2016,2
201603,leite,IPCA - Leite e derivados,2.136,,2016,3
201604,leite,IPCA - Leite e derivados,-2.3481,,2016,4
201605,leite,IPCA - Leite e derivados,2.3194,,2016,5
201606,leite,IPCA - Leite e derivados,4.2399,,2016,6
201607,leite,IPCA - Leite e derivados,-0.6388,,2016,7
201608,leite,IPCA - Leite e derivados,1.5457,,2016,8
201609,leite,IPCA - Leite e derivados,-1.883,,2016,9
201610,leite,IPCA - Leite e derivados,-0.7306,,2016,10
201611,leite,IPCA - Leite e derivados,-4.1986,,2016,11
201612,leite,IPCA - Leite e derivados,-1.5565,,2016,12
