periodo,ano,mes,id_variavel,variavel,unidade,id_categoria,categoria,valor
201702,2017,2,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,-3.5802
201703,2017,3,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,2.0567
201704,2017,4,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,3.428
201705,2017,5,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,1.9595
201706,2017,6,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,-1.469
201707,2017,7,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,-0.3502
201708,2017,8,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,-2.8605
201709,2017,9,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,-2.7384
201710,2017,10,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,-1.0722
201711,2017,11,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,0.1821
201712,2017,12,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,-0.3137
201801,2018,1,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,2.9263
201802,2018,2,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,-2.3945
201803,2018,3,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,-0.5328
201804,2018,4,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,0.7711
201805,2018,5,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,2.0152
201806,2018,6,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,0.0744
201807,2018,7,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,-1.3331
201808,2018,8,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,0.0087
201809,2018,9,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,-0.748
201810,2018,10,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,0.0467
201811,2018,11,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,2.1197
201812,2018,12,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,2.5703
201901,2019,1,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,-0.6105
201902,2019,2,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,6.4646
201903,2019,3,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,1.5832
201904,2019,4,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,4.9427
201905,2019,5,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,0.8599
201906,2019,6,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,-6.1422
201907,2019,7,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,-6.0404
201908,2019,8,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,-6.1092
201909,2019,9,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,-2.74
201910,2019,10,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,-1.1226
201911,2019,11,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,0.12
201912,2019,12,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,8.1653
202001,2020,1,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,4.7504
202002,2020,2,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,0.6862
202003,2020,3,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,5.1129
202004,2020,4,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,2.8626
202005,2020,5,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,-0.304
202006,2020,6,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,4.9681
202007,2020,7,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,-6.4948
202008,2020,8,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,1.4564
202009,2020,9,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,7.1875
202010,2020,10,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,3.5471
202011,2020,11,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,2.0486
202012,2020,12,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,0.4077
202101,2021,1,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,-0.512
202102,2021,2,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,-1.0957
202103,2021,3,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,5.1334
202104,2021,4,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,0.1856
202105,2021,5,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,-0.2619
202106,2021,6,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,0.5422
202107,2021,7,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,3.7051
202108,2021,8,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,-6.5558
202109,2021,9,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,-0.5193
202110,2021,10,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,2.2333
202111,2021,11,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,1.9583
202112,2021,12,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,1.0121
202201,2022,1,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,6.2274
202202,2022,2,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,1.7723
202203,2022,3,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,1.5808
202204,2022,4,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,5.0439
202205,2022,5,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,-0.5603
202206,2022,6,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,0.279
202207,2022,7,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,-1.3475
202208,2022,8,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,-0.5401
202209,2022,9,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,-3.8716
202210,2022,10,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,-0.6112
202211,2022,11,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,-0.6867
202212,2022,12,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,1.7735
202301,2023,1,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,6.5694
202302,2023,2,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,-0.416
202303,2023,3,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,-1.2351
202304,2023,4,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,1.4191
202305,2023,5,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,-0.0235
202306,2023,6,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,2.4108
202307,2023,7,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,-3.5073
202308,2023,8,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,-0.8315
202309,2023,9,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,-1.9036
202310,2023,10,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,-1.9499
202311,2023,11,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,-0.9962
202312,2023,12,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,0.0968
202401,2024,1,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,2.1691
202402,2024,2,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,1.1202
202403,2024,3,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,3.896
202404,2024,4,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,4.8431
202405,2024,5,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,-0.4398
202406,2024,6,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,-3.0351
202407,2024,7,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,-6.7051
202408,2024,8,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,-1.503
202409,2024,9,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,-1.9771
202410,2024,10,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,2.5919
202411,2024,11,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,2.6863
202412,2024,12,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,3.9043
202501,2025,1,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,3.1313
202502,2025,2,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,1.5785
202503,2025,3,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,-1.8899
202504,2025,4,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,1.835
202505,2025,5,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,-0.0672
202506,2025,6,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,-3.841
201501,2015,1,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",6.326
201502,2015,2,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",1.7331
201503,2015,3,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",2.3563
201504,2015,4,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",2.7739
201505,2015,5,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",1.5053
201506,2015,6,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",-1.4008
201507,2015,7,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",0.164
201508,2015,8,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",-1.4822
201509,2015,9,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",0.4423
201510,2015,10,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",-1.8457
201511,2015,11,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",7.2386
201512,2015,12,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",3.339
201601,2016,1,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",2.7515
201602,2016,2,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",-1.433
201603,2016,3,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",2.0446
201604,2016,4,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",-1.1078
201605,2016,5,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",3.4592
201606,2016,6,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",1.5705
201607,2016,7,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",0.9004
201608,2016,8,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",2.5938
201609,2016,9,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",-1.4543
201610,2016,10,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",1.9088
201611,2016,11,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",-2.6791
201612,2016,12,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",-2.7339
201701,2017,1,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",-2.9693
201702,2017,2,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",-2.6201
201703,2017,3,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",0.581
201704,2017,4,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",3.8586
201705,2017,5,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",-0.2571
201706,2017,6,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",-2.2354
201707,2017,7,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",1.1432
201708,2017,8,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",-3.4812
201709,2017,9,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",-2.2461
201710,2017,10,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",3.0813
201711,2017,11,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",-1.7523
201712,2017,12,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",-1.6577
201801,2018,1,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",6.6091
201802,2018,2,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",-1.7037
201803,2018,3,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",2.2244
201804,2018,4,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",-1.8872
201805,2018,5,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",0.7867
201806,2018,6,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",3.8447
201807,2018,7,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",-5.1207
201808,2018,8,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",-0.5545
201809,2018,9,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",-0.4523
201810,2018,10,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",4.9124
201811,2018,11,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",2.458
201812,2018,12,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",0.634
201901,2019,1,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",-4.157
201902,2019,2,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",3.0874
201903,2019,3,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",7.2048
201904,2019,4,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",4.0666
201905,2019,5,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",-2.2797
201906,2019,6,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",-1.0723
201907,2019,7,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",-0.6405
201908,2019,8,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",-0.5409
201909,2019,9,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",-3.7323
201910,2019,10,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",-0.6944
201911,2019,11,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",-1.9509
201912,2019,12,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",10.9397
202001,2020,1,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",-1.4296
202002,2020,2,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",-0.975
202003,2020,3,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",3.9204
202004,2020,4,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",9.8309
202005,2020,5,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",3.92
202006,2020,6,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",-4.749
202007,2020,7,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",3.972
202008,2020,8,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",-3.9153
202009,2020,9,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",3.701
202010,2020,10,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",-0.597
202011,2020,11,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",5.0219
202012,2020,12,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",-1.2662
202101,2021,1,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",3.5846
202102,2021,2,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",2.3297
202103,2021,3,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",0.7682
202104,2021,4,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",1.1158
202105,2021,5,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",4.3317
202106,2021,6,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",1.5898
202107,2021,7,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",0.2037
202108,2021,8,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",-3.1234
202109,2021,9,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",1.7286
202110,2021,10,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",4.754
202111,2021,11,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",-0.1453
202112,2021,12,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",-1.6433
202201,2022,1,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",1.2905
202202,2022,2,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",2.5653
202203,2022,3,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",7.4575
202204,2022,4,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",5.3721
202205,2022,5,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",-3.4628
202206,2022,6,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",-1.7403
202207,2022,7,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",-1.7797
202208,2022,8,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",-0.4486
202209,2022,9,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",-1.015
202210,2022,10,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",2.5901
202211,2022,11,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",1.9431
202212,2022,12,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",-1.575
202301,2023,1,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",-0.4981
202302,2023,2,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",-2.3418
202303,2023,3,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",0.1267
202304,2023,4,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",2.1022
202305,2023,5,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",1.4091
202306,2023,6,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",-0.3708
202307,2023,7,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",-1.5559
202308,2023,8,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",-0.7504
202309,2023,9,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",-0.5692
202310,2023,10,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",-0.9131
202311,2023,11,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",1.2489
202312,2023,12,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",2.0163
202401,2024,1,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",4.1608
202402,2024,2,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",0.7257
202403,2024,3,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",-0.4703
202404,2024,4,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",-0.195
202405,2024,5,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",2.0395
202406,2024,6,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",1.814
202407,2024,7,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",-4.8469
202408,2024,8,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",-2.9569
202409,2024,9,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",0.1951
202410,2024,10,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",4.0347
202411,2024,11,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",1.7588
202412,2024,12,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",0.3381
202501,2025,1,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",0.2413
202502,2025,2,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",0.2945
202503,2025,3,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",3.6132
202504,2025,4,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",2.7031
202505,2025,5,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",-0.2936
202506,2025,6,2265,IPCA - Variacao mensal,%,cereais,"IPCA - Cereais, leguminosas e oleag",-0.1933
201501,2015,1,2265,IPCA - Variacao mensal,%,frutas,IPCA - Frutas,7.4765
201502,2015,2,2265,IPCA - Variacao mensal,%,frutas,IPCA - Frutas,0.59
201503,2015,3,2265,IPCA - Variacao mensal,%,frutas,IPCA - Frutas,-0.6633
201504,2015,4,2265,IPCA - Variacao mensal,%,frutas,IPCA - Frutas,1.3015
201505,2015,5,2265,IPCA - Variacao mensal,%,frutas,IPCA - Frutas,5.9019
201506,2015,6,2265,IPCA - Variacao mensal,%,frutas,IPCA - Frutas,-5.0082
201507,2015,7,2265,IPCA - Variacao mensal,%,frutas,IPCA - Frutas,-0.6613
201508,2015,8,2265,IPCA - Variacao mensal,%,frutas,IPCA - Frutas,-2.0704
201509,2015,9,2265,IPCA - Variacao mensal,%,frutas,IPCA - Frutas,-2.9592
201510,2015,10,2265,IPCA - Variacao mensal,%,frutas,IPCA - Frutas,-0.151
201511,2015,11,2265,IPCA - Variacao mensal,%,frutas,IPCA - Frutas,3.5787
201512,2015,12,2265,IPCA - Variacao mensal,%,frutas,IPCA - Frutas,4.3561
201601,2016,1,2265,IPCA - Variacao mensal,%,frutas,IPCA - Frutas,15.6549
201602,2016,2,2265,IPCA - Variacao mensal,%,frutas,IPCA - Frutas,-4.2863
201603,2016,3,2265,IPCA - Variacao mensal,%,frutas,IPCA - Frutas,1.7886
201604,2016,4,2265,IPCA - Variacao mensal,%,frutas,IPCA - Frutas,0.9803
201605,2016,5,2265,IPCA - Variacao mensal,%,frutas,IPCA - Frutas,0.8059
201606,2016,6,2265,IPCA - Variacao mensal,%,frutas,IPCA - Frutas,9.4019
201607,2016,7,2265,IPCA - Variacao mensal,%,frutas,IPCA - Frutas,0.7142
201608,2016,8,2265,IPCA - Variacao mensal,%,frutas,IPCA - Frutas,-3.1451
201609,2016,9,2265,IPCA - Variacao mensal,%,frutas,IPCA - Frutas,-4.3126
201610,2016,10,2265,IPCA - Variacao mensal,%,frutas,IPCA - Frutas,-1.0041
201611,2016,11,2265,IPCA - Variacao mensal,%,frutas,IPCA - Frutas,-0.4827
201612,2016,12,2265,IPCA - Variacao mensal,%,frutas,IPCA - Frutas,-0.1858
201701,2017,1,2265,IPCA - Variacao mensal,%,frutas,IPCA - Frutas,-0.2585
201702,2017,2,2265,IPCA - Variacao mensal,%,frutas,IPCA - Frutas,-1.4669
201703,2017,3,2265,IPCA - Variacao mensal,%,frutas,IPCA - Frutas,2.1385
201704,2017,4,2265,IPCA - Variacao mensal,%,frutas,IPCA - Frutas,0.1339
201705,2017,5,2265,IPCA - Variacao mensal,%,frutas,IPCA - Frutas,1.0004
201706,2017,6,2265,IPCA - Variacao mensal,%,frutas,IPCA - Frutas,-0.6671
201707,2017,7,2265,IPCA - Variacao mensal,%,frutas,IPCA - Frutas,-0.8793
201708,2017,8,2265,IPCA - Variacao mensal,%,frutas,IPCA - Frutas,0.0362
201709,2017,9,2265,IPCA - Variacao mensal,%,frutas,IPCA - Frutas,-3.5728
201710,2017,10,2265,IPCA - Variacao mensal,%,frutas,IPCA - Frutas,-2.791
201711,2017,11,2265,IPCA - Variacao mensal,%,frutas,IPCA - Frutas,-0.171
201712,2017,12,2265,IPCA - Variacao mensal,%,frutas,IPCA - Frutas,-0.3481
201801,2018,1,2265,IPCA - Variacao mensal,%,frutas,IPCA - Frutas,0.4242
201802,2018,2,2265,IPCA - Variacao mensal,%,frutas,IPCA - Frutas,0.4914
201803,2018,3,2265,IPCA - Variacao mensal,%,frutas,IPCA - Frutas,-0.9835
201804,2018,4,2265,IPCA - Variacao mensal,%,frutas,IPCA - Frutas,1.4927
201805,2018,5,2265,IPCA - Variacao mensal,%,frutas,IPCA - Frutas,0.2296
